Age Group,State,State Code,Yearly July 1st Estimates,Population
5-9 years,Virginia,51,1998,494325
5-9 years,Virginia,51,1999,496005
5-9 years,Virginia,51,2000,493168
5-9 years,Virginia,51,2001,485594
5-9 years,Virginia,51,2002,480667
5-9 years,Virginia,51,2003,475710
5-9 years,Virginia,51,2004,475629
5-9 years,Virginia,51,2005,475813
5-9 years,Virginia,51,2006,482333
5-9 years,Virginia,51,2007,488608
5-9 years,Virginia,51,2008,495406
5-9 years,Virginia,51,2009,505029
5-9 years,Virginia,51,2010,512350
5-9 years,Virginia,51,2011,514503
5-9 years,Virginia,51,2012,519526
5-9 years,Virginia,51,2013,522858
5-9 years,Virginia,51,2014,519645
5-9 years,Virginia,51,2015,519132
5-9 years,Virginia,51,2016,518118
5-9 years,Virginia,51,2017,516428
5-9 years,Virginia,51,2018,514157
5-9 years,Virginia,51,2019,516531
5-9 years,Virginia,51,2020,518139
5-9 years,Washington,53,1990,379433
5-9 years,Washington,53,1991,383211
5-9 years,Washington,53,1992,388704
5-9 years,Washington,53,1993,390917
5-9 years,Washington,53,1994,396451
5-9 years,Washington,53,1995,402651
5-9 years,Washington,53,1996,409580
5-9 years,Washington,53,1997,417648
5-9 years,Washington,53,1998,425065
5-9 years,Washington,53,1999,427119
5-9 years,Washington,53,2000,424463
5-9 years,Washington,53,2001,416583
5-9 years,Washington,53,2002,409819
5-9 years,Washington,53,2003,404640
5-9 years,Washington,53,2004,404440
5-9 years,Washington,53,2005,404933
5-9 years,Washington,53,2006,410681
5-9 years,Washington,53,2007,414417
5-9 years,Washington,53,2008,418373
5-9 years,Washington,53,2009,425518
5-9 years,Washington,53,2010,430198
5-9 years,Washington,53,2011,433490
5-9 years,Washington,53,2012,440206
5-9 years,Washington,53,2013,446984
5-9 years,Washington,53,2014,450868
5-9 years,Washington,53,2015,456652
5-9 years,Washington,53,2016,462773
5-9 years,Washington,53,2017,465961
5-9 years,Washington,53,2018,467319
5-9 years,Washington,53,2019,469438
5-9 years,Washington,53,2020,471749
5-9 years,West Virginia,54,1990,116825
5-9 years,West Virginia,54,1991,114230
5-9 years,West Virginia,54,1992,112013
5-9 years,West Virginia,54,1993,110571
5-9 years,West Virginia,54,1994,109665
5-9 years,West Virginia,54,1995,110651
5-9 years,West Virginia,54,1996,110731
5-9 years,West Virginia,54,1997,111683
5-9 years,West Virginia,54,1998,112336
5-9 years,West Virginia,54,1999,112026
5-9 years,West Virginia,54,2000,110195
5-9 years,West Virginia,54,2001,107583
5-9 years,West Virginia,54,2002,105228
5-9 years,West Virginia,54,2003,104120
5-9 years,West Virginia,54,2004,103541
5-9 years,West Virginia,54,2005,103395
5-9 years,West Virginia,54,2006,103744
5-9 years,West Virginia,54,2007,104377
5-9 years,West Virginia,54,2008,105427
5-9 years,West Virginia,54,2009,106199
5-9 years,West Virginia,54,2010,106039
5-9 years,West Virginia,54,2011,105707
5-9 years,West Virginia,54,2012,106016
5-9 years,West Virginia,54,2013,105952
5-9 years,West Virginia,54,2014,105199
5-9 years,West Virginia,54,2015,104273
5-9 years,West Virginia,54,2016,103398
5-9 years,West Virginia,54,2017,102094
5-9 years,West Virginia,54,2018,101172
5-9 years,West Virginia,54,2019,100557
5-9 years,West Virginia,54,2020,99916
5-9 years,Wisconsin,55,1990,377834
5-9 years,Wisconsin,55,1991,380865
5-9 years,Wisconsin,55,1992,382425
5-9 years,Wisconsin,55,1993,381541
5-9 years,Wisconsin,55,1994,383950
5-9 years,Wisconsin,55,1995,384172
5-9 years,Wisconsin,55,1996,382241
5-9 years,Wisconsin,55,1997,383547
5-9 years,Wisconsin,55,1998,384779
5-9 years,Wisconsin,55,1999,383130
5-9 years,Wisconsin,55,2000,378057
5-9 years,Wisconsin,55,2001,371313
5-9 years,Wisconsin,55,2002,365759
5-9 years,Wisconsin,55,2003,360517
5-9 years,Wisconsin,55,2004,358123
5-9 years,Wisconsin,55,2005,357345
5-9 years,Wisconsin,55,2006,359682
5-9 years,Wisconsin,55,2007,361374
5-9 years,Wisconsin,55,2008,364638
5-9 years,Wisconsin,55,2009,368030
5-9 years,Wisconsin,55,2010,367926
5-9 years,Wisconsin,55,2011,366843
5-9 years,Wisconsin,55,2012,367563
5-9 years,Wisconsin,55,2013,367372
5-9 years,Wisconsin,55,2014,364434
5-9 years,Wisconsin,55,2015,362419
5-9 years,Wisconsin,55,2016,357919
5-9 years,Wisconsin,55,2017,353764
5-9 years,Wisconsin,55,2018,349757
5-9 years,Wisconsin,55,2019,347505
5-9 years,Wisconsin,55,2020,344504
5-9 years,Wyoming,56,1990,40306
5-9 years,Wyoming,56,1991,39803
5-9 years,Wyoming,56,1992,38918
5-9 years,Wyoming,56,1993,37827
5-9 years,Wyoming,56,1994,37157
5-9 years,Wyoming,56,1995,36380
5-9 years,Wyoming,56,1996,35707
5-9 years,Wyoming,56,1997,35237
5-9 years,Wyoming,56,1998,35023
5-9 years,Wyoming,56,1999,34679
5-9 years,Wyoming,56,2000,33938
5-9 years,Wyoming,56,2001,32786
5-9 years,Wyoming,56,2002,32457
5-9 years,Wyoming,56,2003,32163
5-9 years,Wyoming,56,2004,31954
5-9 years,Wyoming,56,2005,32303
5-9 years,Wyoming,56,2006,32939
5-9 years,Wyoming,56,2007,34079
5-9 years,Wyoming,56,2008,35372
5-9 years,Wyoming,56,2009,36643
5-9 years,Wyoming,56,2010,37393
5-9 years,Wyoming,56,2011,38188
5-9 years,Wyoming,56,2012,39424
5-9 years,Wyoming,56,2013,40267
5-9 years,Wyoming,56,2014,40779
5-9 years,Wyoming,56,2015,41151
5-9 years,Wyoming,56,2016,40435
5-9 years,Wyoming,56,2017,38936
5-9 years,Wyoming,56,2018,37874
5-9 years,Wyoming,56,2019,37314
5-9 years,Wyoming,56,2020,36987
10-14 years,Alabama,1,1990,295868
10-14 years,Alabama,1,1991,302899
10-14 years,Alabama,1,1992,307197
10-14 years,Alabama,1,1993,311523
10-14 years,Alabama,1,1994,312985
10-14 years,Alabama,1,1995,314449
10-14 years,Alabama,1,1996,313351
10-14 years,Alabama,1,1997,315101
10-14 years,Alabama,1,1998,313928
10-14 years,Alabama,1,1999,317379
10-14 years,Alabama,1,2000,321372
10-14 years,Alabama,1,2001,323615
10-14 years,Alabama,1,2002,325008
10-14 years,Alabama,1,2003,326642
10-14 years,Alabama,1,2004,326228
10-14 years,Alabama,1,2005,323028
10-14 years,Alabama,1,2006,321867
10-14 years,Alabama,1,2007,320407
10-14 years,Alabama,1,2008,319503
10-14 years,Alabama,1,2009,319072
10-14 years,Alabama,1,2010,320129
10-14 years,Alabama,1,2011,321595
10-14 years,Alabama,1,2012,319847
10-14 years,Alabama,1,2013,316966
10-14 years,Alabama,1,2014,313936
10-14 years,Alabama,1,2015,309595
10-14 years,Alabama,1,2016,306647
10-14 years,Alabama,1,2017,308152
10-14 years,Alabama,1,2018,310445
10-14 years,Alabama,1,2019,310695
10-14 years,Alabama,1,2020,310210
10-14 years,Alaska,2,1990,44573
10-14 years,Alaska,2,1991,46895
10-14 years,Alaska,2,1992,48612
10-14 years,Alaska,2,1993,50591
10-14 years,Alaska,2,1994,51426
10-14 years,Alaska,2,1995,51418
10-14 years,Alaska,2,1996,52313
10-14 years,Alaska,2,1997,53612
10-14 years,Alaska,2,1998,55233
10-14 years,Alaska,2,1999,55877
10-14 years,Alaska,2,2000,56861
10-14 years,Alaska,2,2001,57077
10-14 years,Alaska,2,2002,57449
10-14 years,Alaska,2,2003,56932
10-14 years,Alaska,2,2004,56422
10-14 years,Alaska,2,2005,54644
10-14 years,Alaska,2,2006,53244
10-14 years,Alaska,2,2007,51675
10-14 years,Alaska,2,2008,50783
10-14 years,Alaska,2,2009,50847
10-14 years,Alaska,2,2010,50924
10-14 years,Alaska,2,2011,50871
10-14 years,Alaska,2,2012,50786
10-14 years,Alaska,2,2013,50727
10-14 years,Alaska,2,2014,49927
10-14 years,Alaska,2,2015,49412
10-14 years,Alaska,2,2016,49548
10-14 years,Alaska,2,2017,49640
10-14 years,Alaska,2,2018,49516
10-14 years,Alaska,2,2019,49118
10-14 years,Alaska,2,2020,49030
10-14 years,Arizona,4,1990,264303
10-14 years,Arizona,4,1991,273683
10-14 years,Arizona,4,1992,283752
10-14 years,Arizona,4,1993,297610
10-14 years,Arizona,4,1994,303678
10-14 years,Arizona,4,1995,317707
10-14 years,Arizona,4,1996,328724
10-14 years,Arizona,4,1997,332669
10-14 years,Arizona,4,1998,346639
10-14 years,Arizona,4,1999,364017
10-14 years,Arizona,4,2000,381738
10-14 years,Arizona,4,2001,392683
10-14 years,Arizona,4,2002,402889
10-14 years,Arizona,4,2003,411193
10-14 years,Arizona,4,2004,418167
10-14 years,Arizona,4,2005,425230
10-14 years,Arizona,4,2006,433201
10-14 years,Arizona,4,2007,439161
10-14 years,Arizona,4,2008,442701
10-14 years,Arizona,4,2009,445967
10-14 years,Arizona,4,2010,449243
10-14 years,Arizona,4,2011,451232
10-14 years,Arizona,4,2012,452618
10-14 years,Arizona,4,2013,453737
10-14 years,Arizona,4,2014,456636
10-14 years,Arizona,4,2015,457929
10-14 years,Arizona,4,2016,461525
10-14 years,Arizona,4,2017,468617
10-14 years,Arizona,4,2018,476490
10-14 years,Arizona,4,2019,478224
10-14 years,Arizona,4,2020,478216
10-14 years,Arkansas,5,1990,175641
10-14 years,Arkansas,5,1991,179700
10-14 years,Arkansas,5,1992,184159
10-14 years,Arkansas,5,1993,187114
10-14 years,Arkansas,5,1994,189803
10-14 years,Arkansas,5,1995,192426
10-14 years,Arkansas,5,1996,193869
10-14 years,Arkansas,5,1997,192890
10-14 years,Arkansas,5,1998,192989
10-14 years,Arkansas,5,1999,193029
10-14 years,Arkansas,5,2000,193693
10-14 years,Arkansas,5,2001,194805
10-14 years,Arkansas,5,2002,195632
10-14 years,Arkansas,5,2003,195631
10-14 years,Arkansas,5,2004,195097
10-14 years,Arkansas,5,2005,193817
10-14 years,Arkansas,5,2006,193810
10-14 years,Arkansas,5,2007,193806
10-14 years,Arkansas,5,2008,194526
10-14 years,Arkansas,5,2009,195945
10-14 years,Arkansas,5,2010,198046
10-14 years,Arkansas,5,2011,199430
10-14 years,Arkansas,5,2012,198934
10-14 years,Arkansas,5,2013,198359
10-14 years,Arkansas,5,2014,198016
10-14 years,Arkansas,5,2015,197242
10-14 years,Arkansas,5,2016,197473
10-14 years,Arkansas,5,2017,199645
10-14 years,Arkansas,5,2018,201014
10-14 years,Arkansas,5,2019,200963
10-14 years,Arkansas,5,2020,200458
10-14 years,California,6,1990,2020720
10-14 years,California,6,1991,2109191
10-14 years,California,6,1992,2175193
10-14 years,California,6,1993,2247018
10-14 years,California,6,1994,2295042
10-14 years,California,6,1995,2332936
10-14 years,California,6,1996,2384952
10-14 years,California,6,1997,2402190
10-14 years,California,6,1998,2434160
10-14 years,California,6,1999,2497890
10-14 years,California,6,2000,2587669
10-14 years,California,6,2001,2668867
10-14 years,California,6,2002,2739123
10-14 years,California,6,2003,2781873
10-14 years,California,6,2004,2799010
10-14 years,California,6,2005,2775085
10-14 years,California,6,2006,2734680
10-14 years,California,6,2007,2681413
10-14 years,California,6,2008,2640937
10-14 years,California,6,2009,2606631
10-14 years,California,6,2010,2583947
10-14 years,California,6,2011,2562537
10-14 years,California,6,2012,2537321
10-14 years,California,6,2013,2525989
10-14 years,California,6,2014,2524388
10-14 years,California,6,2015,2518098
10-14 years,California,6,2016,2520568
10-14 years,California,6,2017,2539886
10-14 years,California,6,2018,2547817
10-14 years,California,6,2019,2528498
10-14 years,California,6,2020,2505304
10-14 years,Colorado,8,1990,233311
10-14 years,Colorado,8,1991,242443
10-14 years,Colorado,8,1992,255155
10-14 years,Colorado,8,1993,266579
10-14 years,Colorado,8,1994,274180
10-14 years,Colorado,8,1995,279993
10-14 years,Colorado,8,1996,286107
10-14 years,Colorado,8,1997,292657
10-14 years,Colorado,8,1998,299398
10-14 years,Colorado,8,1999,306407
10-14 years,Colorado,8,2000,314366
10-14 years,Colorado,8,2001,320321
10-14 years,Colorado,8,2002,323786
10-14 years,Colorado,8,2003,325590
10-14 years,Colorado,8,2004,324457
10-14 years,Colorado,8,2005,322722
10-14 years,Colorado,8,2006,322968
10-14 years,Colorado,8,2007,323327
10-14 years,Colorado,8,2008,324735
10-14 years,Colorado,8,2009,329032
10-14 years,Colorado,8,2010,333934
10-14 years,Colorado,8,2011,339734
10-14 years,Colorado,8,2012,343683
10-14 years,Colorado,8,2013,349162
10-14 years,Colorado,8,2014,354843
10-14 years,Colorado,8,2015,358753
10-14 years,Colorado,8,2016,361164
10-14 years,Colorado,8,2017,364583
10-14 years,Colorado,8,2018,365697
10-14 years,Colorado,8,2019,363379
10-14 years,Colorado,8,2020,361425
10-14 years,Connecticut,9,1990,193680
10-14 years,Connecticut,9,1991,198540
10-14 years,Connecticut,9,1992,202653
10-14 years,Connecticut,9,1993,208105
10-14 years,Connecticut,9,1994,211015
10-14 years,Connecticut,9,1995,214343
10-14 years,Connecticut,9,1996,217883
10-14 years,Connecticut,9,1997,220872
10-14 years,Connecticut,9,1998,227924
10-14 years,Connecticut,9,1999,236053
10-14 years,Connecticut,9,2000,242756
10-14 years,Connecticut,9,2001,248552
10-14 years,Connecticut,9,2002,252593
10-14 years,Connecticut,9,2003,255025
10-14 years,Connecticut,9,2004,254589
10-14 years,Connecticut,9,2005,250704
10-14 years,Connecticut,9,2006,248202
10-14 years,Connecticut,9,2007,246009
10-14 years,Connecticut,9,2008,243282
10-14 years,Connecticut,9,2009,241669
10-14 years,Connecticut,9,2010,239611
10-14 years,Connecticut,9,2011,237806
10-14 years,Connecticut,9,2012,234556
10-14 years,Connecticut,9,2013,231751
10-14 years,Connecticut,9,2014,228656
10-14 years,Connecticut,9,2015,225053
10-14 years,Connecticut,9,2016,222079
10-14 years,Connecticut,9,2017,220092
10-14 years,Connecticut,9,2018,218331
10-14 years,Connecticut,9,2019,214292
10-14 years,Connecticut,9,2020,210332
10-14 years,Delaware,10,1990,43548
10-14 years,Delaware,10,1991,45391
10-14 years,Delaware,10,1992,47083
10-14 years,Delaware,10,1993,48399
10-14 years,Delaware,10,1994,49662
10-14 years,Delaware,10,1995,49815
10-14 years,Delaware,10,1996,50596
10-14 years,Delaware,10,1997,51331
10-14 years,Delaware,10,1998,52479
10-14 years,Delaware,10,1999,54060
10-14 years,Delaware,10,2000,55614
10-14 years,Delaware,10,2001,56900
10-14 years,Delaware,10,2002,57967
10-14 years,Delaware,10,2003,58781
10-14 years,Delaware,10,2004,59034
10-14 years,Delaware,10,2005,58728
10-14 years,Delaware,10,2006,58289
10-14 years,Delaware,10,2007,57424
10-14 years,Delaware,10,2008,57026
10-14 years,Delaware,10,2009,56871
10-14 years,Delaware,10,2010,56874
10-14 years,Delaware,10,2011,57148
10-14 years,Delaware,10,2012,57056
10-14 years,Delaware,10,2013,57039
10-14 years,Delaware,10,2014,57126
10-14 years,Delaware,10,2015,57006
10-14 years,Delaware,10,2016,57232
10-14 years,Delaware,10,2017,57495
10-14 years,Delaware,10,2018,57796
10-14 years,Delaware,10,2019,57883
10-14 years,Delaware,10,2020,58119
10-14 years,District of Columbia,11,1990,27443
10-14 years,District of Columbia,11,1991,28719
10-14 years,District of Columbia,11,1992,28943
10-14 years,District of Columbia,11,1993,29115
10-14 years,District of Columbia,11,1994,28954
10-14 years,District of Columbia,11,1995,28945
10-14 years,District of Columbia,11,1996,28346
10-14 years,District of Columbia,11,1997,28167
10-14 years,District of Columbia,11,1998,27176
10-14 years,District of Columbia,11,1999,28544
10-14 years,District of Columbia,11,2000,30137
10-14 years,District of Columbia,11,2001,31528
10-14 years,District of Columbia,11,2002,32419
10-14 years,District of Columbia,11,2003,33225
10-14 years,District of Columbia,11,2004,33268
10-14 years,District of Columbia,11,2005,31544
10-14 years,District of Columbia,11,2006,30048
10-14 years,District of Columbia,11,2007,28552
10-14 years,District of Columbia,11,2008,26935
10-14 years,District of Columbia,11,2009,25724
10-14 years,District of Columbia,11,2010,24940
10-14 years,District of Columbia,11,2011,24799
10-14 years,District of Columbia,11,2012,25046
10-14 years,District of Columbia,11,2013,25478
10-14 years,District of Columbia,11,2014,26082
10-14 years,District of Columbia,11,2015,26507
10-14 years,District of Columbia,11,2016,26635
10-14 years,District of Columbia,11,2017,27619
10-14 years,District of Columbia,11,2018,28512
10-14 years,District of Columbia,11,2019,29322
10-14 years,District of Columbia,11,2020,30407
10-14 years,Florida,12,1990,780951
10-14 years,Florida,12,1991,803591
10-14 years,Florida,12,1992,833306
10-14 years,Florida,12,1993,871131
10-14 years,Florida,12,1994,900878
10-14 years,Florida,12,1995,926771
10-14 years,Florida,12,1996,953002
10-14 years,Florida,12,1997,977252
10-14 years,Florida,12,1998,1000072
10-14 years,Florida,12,1999,1032139
10-14 years,Florida,12,2000,1064761
10-14 years,Florida,12,2001,1094246
10-14 years,Florida,12,2002,1119215
10-14 years,Florida,12,2003,1135653
10-14 years,Florida,12,2004,1149995
10-14 years,Florida,12,2005,1152946
10-14 years,Florida,12,2006,1151818
10-14 years,Florida,12,2007,1143390
10-14 years,Florida,12,2008,1134890
10-14 years,Florida,12,2009,1128143
10-14 years,Florida,12,2010,1131105
10-14 years,Florida,12,2011,1135761
10-14 years,Florida,12,2012,1135640
10-14 years,Florida,12,2013,1133765
10-14 years,Florida,12,2014,1137527
10-14 years,Florida,12,2015,1144371
10-14 years,Florida,12,2016,1160694
10-14 years,Florida,12,2017,1181978
10-14 years,Florida,12,2018,1204834
10-14 years,Florida,12,2019,1208055
10-14 years,Florida,12,2020,1211524
10-14 years,Georgia,13,1990,471137
10-14 years,Georgia,13,1991,486434
10-14 years,Georgia,13,1992,502975
10-14 years,Georgia,13,1993,519019
10-14 years,Georgia,13,1994,527563
10-14 years,Georgia,13,1995,536193
10-14 years,Georgia,13,1996,546697
10-14 years,Georgia,13,1997,556265
10-14 years,Georgia,13,1998,570639
10-14 years,Georgia,13,1999,591812
10-14 years,Georgia,13,2000,612795
10-14 years,Georgia,13,2001,629644
10-14 years,Georgia,13,2002,643694
10-14 years,Georgia,13,2003,655115
10-14 years,Georgia,13,2004,659778
10-14 years,Georgia,13,2005,662146
10-14 years,Georgia,13,2006,669318
10-14 years,Georgia,13,2007,676052
10-14 years,Georgia,13,2008,678453
10-14 years,Georgia,13,2009,683822
10-14 years,Georgia,13,2010,691573
10-14 years,Georgia,13,2011,699457
10-14 years,Georgia,13,2012,703094
10-14 years,Georgia,13,2013,706166
10-14 years,Georgia,13,2014,710189
10-14 years,Georgia,13,2015,710515
10-14 years,Georgia,13,2016,715063
10-14 years,Georgia,13,2017,722119
10-14 years,Georgia,13,2018,728854
10-14 years,Georgia,13,2019,728600
10-14 years,Georgia,13,2020,726884
10-14 years,Hawaii,15,1990,73288
10-14 years,Hawaii,15,1991,76499
10-14 years,Hawaii,15,1992,79120
10-14 years,Hawaii,15,1993,81864
10-14 years,Hawaii,15,1994,83838
10-14 years,Hawaii,15,1995,84721
10-14 years,Hawaii,15,1996,84833
10-14 years,Hawaii,15,1997,84192
10-14 years,Hawaii,15,1998,82992
10-14 years,Hawaii,15,1999,82785
10-14 years,Hawaii,15,2000,83278
10-14 years,Hawaii,15,2001,84878
10-14 years,Hawaii,15,2002,85911
10-14 years,Hawaii,15,2003,86609
10-14 years,Hawaii,15,2004,88085
10-14 years,Hawaii,15,2005,86988
10-14 years,Hawaii,15,2006,85712
10-14 years,Hawaii,15,2007,84203
10-14 years,Hawaii,15,2008,82836
10-14 years,Hawaii,15,2009,81754
10-14 years,Hawaii,15,2010,81517
10-14 years,Hawaii,15,2011,81718
10-14 years,Hawaii,15,2012,81771
10-14 years,Hawaii,15,2013,82118
10-14 years,Hawaii,15,2014,81836
10-14 years,Hawaii,15,2015,81745
10-14 years,Hawaii,15,2016,81122
10-14 years,Hawaii,15,2017,81154
10-14 years,Hawaii,15,2018,80686
10-14 years,Hawaii,15,2019,79252
10-14 years,Hawaii,15,2020,78574
10-14 years,Idaho,16,1990,91625
10-14 years,Idaho,16,1991,94379
10-14 years,Idaho,16,1992,97608
10-14 years,Idaho,16,1993,100911
10-14 years,Idaho,16,1994,103159
10-14 years,Idaho,16,1995,103545
10-14 years,Idaho,16,1996,103709
10-14 years,Idaho,16,1997,103137
10-14 years,Idaho,16,1998,102905
10-14 years,Idaho,16,1999,103979
10-14 years,Idaho,16,2000,105354
10-14 years,Idaho,16,2001,106539
10-14 years,Idaho,16,2002,107847
10-14 years,Idaho,16,2003,108782
10-14 years,Idaho,16,2004,109000
10-14 years,Idaho,16,2005,109718
10-14 years,Idaho,16,2006,110946
10-14 years,Idaho,16,2007,112826
10-14 years,Idaho,16,2008,113774
10-14 years,Idaho,16,2009,115442
10-14 years,Idaho,16,2010,117309
10-14 years,Idaho,16,2011,118761
10-14 years,Idaho,16,2012,119554
10-14 years,Idaho,16,2013,120889
10-14 years,Idaho,16,2014,122546
10-14 years,Idaho,16,2015,123719
10-14 years,Idaho,16,2016,125268
10-14 years,Idaho,16,2017,128279
10-14 years,Idaho,16,2018,130724
10-14 years,Idaho,16,2019,131847
10-14 years,Idaho,16,2020,132772
10-14 years,Illinois,17,1990,789976
10-14 years,Illinois,17,1991,815525
10-14 years,Illinois,17,1992,832910
10-14 years,Illinois,17,1993,847145
10-14 years,Illinois,17,1994,855594
10-14 years,Illinois,17,1995,861513
10-14 years,Illinois,17,1996,869233
10-14 years,Illinois,17,1997,873516
10-14 years,Illinois,17,1998,878210
10-14 years,Illinois,17,1999,893453
10-14 years,Illinois,17,2000,908672
10-14 years,Illinois,17,2001,920321
10-14 years,Illinois,17,2002,930923
10-14 years,Illinois,17,2003,934873
10-14 years,Illinois,17,2004,932571
10-14 years,Illinois,17,2005,923414
10-14 years,Illinois,17,2006,913671
10-14 years,Illinois,17,2007,902390
10-14 years,Illinois,17,2008,892352
10-14 years,Illinois,17,2009,883928
10-14 years,Illinois,17,2010,877818
10-14 years,Illinois,17,2011,872280
10-14 years,Illinois,17,2012,864883
10-14 years,Illinois,17,2013,858290
10-14 years,Illinois,17,2014,852397
10-14 years,Illinois,17,2015,841646
10-14 years,Illinois,17,2016,833008
10-14 years,Illinois,17,2017,827272
10-14 years,Illinois,17,2018,820048
10-14 years,Illinois,17,2019,806797
10-14 years,Illinois,17,2020,795778
10-14 years,Indiana,18,1990,400306
10-14 years,Indiana,18,1991,410446
10-14 years,Indiana,18,1992,416539
10-14 years,Indiana,18,1993,421944
10-14 years,Indiana,18,1994,424719
10-14 years,Indiana,18,1995,425702
10-14 years,Indiana,18,1996,426131
10-14 years,Indiana,18,1997,428972
10-14 years,Indiana,18,1998,431985
10-14 years,Indiana,18,1999,439078
10-14 years,Indiana,18,2000,445214
10-14 years,Indiana,18,2001,450526
10-14 years,Indiana,18,2002,454818
10-14 years,Indiana,18,2003,457625
10-14 years,Indiana,18,2004,458100
10-14 years,Indiana,18,2005,454815
10-14 years,Indiana,18,2006,454143
10-14 years,Indiana,18,2007,451522
10-14 years,Indiana,18,2008,450850
10-14 years,Indiana,18,2009,450900
10-14 years,Indiana,18,2010,452339
10-14 years,Indiana,18,2011,453288
10-14 years,Indiana,18,2012,451902
10-14 years,Indiana,18,2013,450986
10-14 years,Indiana,18,2014,450290
10-14 years,Indiana,18,2015,446386
10-14 years,Indiana,18,2016,444830
10-14 years,Indiana,18,2017,447140
10-14 years,Indiana,18,2018,449292
10-14 years,Indiana,18,2019,447379
10-14 years,Indiana,18,2020,445948
10-14 years,Iowa,19,1990,204805
10-14 years,Iowa,19,1991,211039
10-14 years,Iowa,19,1992,213634
10-14 years,Iowa,19,1993,216544
10-14 years,Iowa,19,1994,216055
10-14 years,Iowa,19,1995,213693
10-14 years,Iowa,19,1996,212598
10-14 years,Iowa,19,1997,210533
10-14 years,Iowa,19,1998,209315
10-14 years,Iowa,19,1999,210410
10-14 years,Iowa,19,2000,211121
10-14 years,Iowa,19,2001,211274
10-14 years,Iowa,19,2002,211748
10-14 years,Iowa,19,2003,211419
10-14 years,Iowa,19,2004,210069
10-14 years,Iowa,19,2005,207260
10-14 years,Iowa,19,2006,204516
10-14 years,Iowa,19,2007,202111
10-14 years,Iowa,19,2008,200663
10-14 years,Iowa,19,2009,200576
10-14 years,Iowa,19,2010,201211
10-14 years,Iowa,19,2011,202054
10-14 years,Iowa,19,2012,201955
10-14 years,Iowa,19,2013,202536
10-14 years,Iowa,19,2014,203356
10-14 years,Iowa,19,2015,203246
10-14 years,Iowa,19,2016,204512
10-14 years,Iowa,19,2017,206995
10-14 years,Iowa,19,2018,208674
10-14 years,Iowa,19,2019,208894
10-14 years,Iowa,19,2020,208584
10-14 years,Kansas,20,1990,180059
10-14 years,Kansas,20,1991,187576
10-14 years,Kansas,20,1992,193710
10-14 years,Kansas,20,1993,199286
10-14 years,Kansas,20,1994,202348
10-14 years,Kansas,20,1995,202095
10-14 years,Kansas,20,1996,201995
10-14 years,Kansas,20,1997,202731
10-14 years,Kansas,20,1998,203387
10-14 years,Kansas,20,1999,204242
10-14 years,Kansas,20,2000,204968
10-14 years,Kansas,20,2001,204021
10-14 years,Kansas,20,2002,203075
10-14 years,Kansas,20,2003,202543
10-14 years,Kansas,20,2004,200231
10-14 years,Kansas,20,2005,197574
10-14 years,Kansas,20,2006,196898
10-14 years,Kansas,20,2007,195701
10-14 years,Kansas,20,2008,195555
10-14 years,Kansas,20,2009,197613
10-14 years,Kansas,20,2010,199341
10-14 years,Kansas,20,2011,200304
10-14 years,Kansas,20,2012,200645
10-14 years,Kansas,20,2013,200881
10-14 years,Kansas,20,2014,200799
10-14 years,Kansas,20,2015,199835
10-14 years,Kansas,20,2016,199631
10-14 years,Kansas,20,2017,200505
10-14 years,Kansas,20,2018,200719
10-14 years,Kansas,20,2019,200204
10-14 years,Kansas,20,2020,200006
10-14 years,Kentucky,21,1990,272381
10-14 years,Kentucky,21,1991,277173
10-14 years,Kentucky,21,1992,281183
10-14 years,Kentucky,21,1993,283091
10-14 years,Kentucky,21,1994,282867
10-14 years,Kentucky,21,1995,280387
10-14 years,Kentucky,21,1996,278519
10-14 years,Kentucky,21,1997,280714
10-14 years,Kentucky,21,1998,278118
10-14 years,Kentucky,21,1999,279093
10-14 years,Kentucky,21,2000,280559
10-14 years,Kentucky,21,2001,282920
10-14 years,Kentucky,21,2002,285966
10-14 years,Kentucky,21,2003,288530
10-14 years,Kentucky,21,2004,287818
10-14 years,Kentucky,21,2005,286751
10-14 years,Kentucky,21,2006,285818
10-14 years,Kentucky,21,2007,283057
10-14 years,Kentucky,21,2008,283043
10-14 years,Kentucky,21,2009,283632
10-14 years,Kentucky,21,2010,284643
10-14 years,Kentucky,21,2011,286225
10-14 years,Kentucky,21,2012,285786
10-14 years,Kentucky,21,2013,285206
10-14 years,Kentucky,21,2014,284320
10-14 years,Kentucky,21,2015,282635
10-14 years,Kentucky,21,2016,282460
10-14 years,Kentucky,21,2017,284559
10-14 years,Kentucky,21,2018,285482
10-14 years,Kentucky,21,2019,284506
10-14 years,Kentucky,21,2020,282821
10-14 years,Louisiana,22,1990,335690
10-14 years,Louisiana,22,1991,348062
10-14 years,Louisiana,22,1992,356796
10-14 years,Louisiana,22,1993,361697
10-14 years,Louisiana,22,1994,364517
10-14 years,Louisiana,22,1995,364337
10-14 years,Louisiana,22,1996,361227
10-14 years,Louisiana,22,1997,356211
10-14 years,Louisiana,22,1998,351862
10-14 years,Louisiana,22,1999,350265
10-14 years,Louisiana,22,2000,348959
10-14 years,Louisiana,22,2001,346178
10-14 years,Louisiana,22,2002,344486
10-14 years,Louisiana,22,2003,345042
10-14 years,Louisiana,22,2004,341716
10-14 years,Louisiana,22,2005,336469
10-14 years,Louisiana,22,2006,306045
10-14 years,Louisiana,22,2007,305481
